ID,Sales
T1189369,29166.04
T1189370,34732.61
T1189371,23358.104
T1189372,40881.57
T1189373,43938.13
T1189374,29175.21
T1189375,47158.42
T1189376,47029.63
T1189377,37986.88
T1189378,59640.65
T1189379,32264.986
T1189380,41427.703
T1189381,44896.688
T1189382,54024.93
T1189383,38731.547
T1189384,71470.43
T1189385,42596.54
T1189386,33467.94
T1189387,41974.59
T1189388,70895.89
T1189389,47456.266
T1189390,39226.984
T1189391,26749.338
T1189392,28620.945
T1189393,29564.848
T1189394,42607.277
T1189395,33997.434
T1189396,36256.902
T1189397,48450.0
T1189398,30818.775
T1189399,43186.88
T1189400,81714.664
T1189401,59602.3
T1189402,21000.238
T1189403,28048.809
T1189404,35688.08
T1189405,34814.633
T1189406,22854.11
T1189407,23754.545
T1189408,23938.154
T1189409,39049.816
T1189410,30006.793
T1189411,62263.246
T1189412,53848.598
T1189413,62587.363
T1189414,31292.707
T1189415,25115.984
T1189416,50024.703
T1189417,48050.54
T1189418,26254.271
T1189419,41655.773
T1189420,34643.465
T1189421,33710.176
T1189422,21404.256
T1189423,30480.342
T1189424,29845.555
T1189425,25630.328
T1189426,26285.64
T1189427,42300.92
T1189428,51575.547
T1189429,41805.38
T1189430,37047.27
T1189431,41032.8
T1189432,45434.375
T1189433,51419.7
T1189434,57139.258
T1189435,33626.945
T1189436,41974.59
T1189437,35634.56
T1189438,21000.238
T1189439,81505.805
T1189440,53709.87
T1189441,19122.213
T1189442,31383.031
T1189443,46710.293
T1189444,34335.477
T1189445,25397.807
T1189446,34732.61
T1189447,29845.555
T1189448,59047.258
T1189449,30453.814
T1189450,36789.082
T1189451,37657.613
T1189452,30103.49
T1189453,79996.62
T1189454,46526.42
T1189455,23754.545
T1189456,27274.059
T1189457,47158.42
T1189458,41451.402
T1189459,70538.58
T1189460,31954.338
T1189461,17330.805
T1189462,53382.867
T1189463,47456.266
T1189464,38460.07
T1189465,51252.297
T1189466,34278.07
T1189467,29933.547
T1189468,37033.117
T1189469,51293.496
T1189470,30049.799
T1189471,23783.309
T1189472,18573.281
T1189473,28993.234
T1189474,45098.285
T1189475,43965.973
T1189476,25918.014
T1189477,52786.56
T1189478,21404.256
T1189479,39272.785
T1189480,89013.164
T1189481,23611.574
T1189482,27917.37
T1189483,33496.848
T1189484,28963.469
T1189485,31926.764
T1189486,41032.8
T1189487,46655.195
T1189488,48200.92
T1189489,46300.38
T1189490,68421.6
T1189491,35532.066
T1189492,22854.11
T1189493,25896.727
T1189494,34038.816
T1189495,37047.27
T1189496,30151.84
T1189497,39226.984
T1189498,26439.355
T1189499,39520.277
T1189500,25165.346
T1189501,41585.6
T1189502,31917.863
T1189503,62263.246
T1189504,48958.82
T1189505,30220.283
T1189506,27062.047
T1189507,32736.197
T1189508,55777.195
T1189509,58644.258
T1189510,64253.574
T1189511,30480.342
T1189512,60554.56
T1189513,33960.145
T1189514,34643.465
T1189515,33416.82
T1189516,37132.918
T1189517,42374.02
T1189518,45088.03
T1189519,18756.473
T1189520,30469.93
T1189521,48635.4
T1189522,23498.902
T1189523,27423.973
T1189524,45434.375
T1189525,25630.328
T1189526,55814.918
T1189527,32115.088
T1189528,43186.88
T1189529,83750.01
T1189530,34965.383
T1189531,46481.094
T1189532,14915.828
T1189533,39237.156
T1189534,48450.0
T1189535,42662.59
T1189536,69364.23
T1189537,43144.95
T1189538,34476.24
T1189539,26071.273
T1189540,40863.69
T1189541,48672.89
T1189542,32949.246
T1189543,41275.168
T1189544,50494.51
T1189545,31523.57
T1189546,32826.37
T1189547,42067.12
T1189548,50917.45
T1189549,51575.547
T1189550,53424.65
T1189551,42425.86
T1189552,40382.746
T1189553,28828.303
T1189554,57139.258
T1189555,50193.88
T1189556,26254.271
T1189557,23515.625
T1189558,58196.938
T1189559,34906.105
T1189560,25147.225
T1189561,32606.295
T1189562,25115.984
T1189563,46197.75
T1189564,35401.56
T1189565,30818.775
T1189566,34814.633
T1189567,21447.572
T1189568,35201.87
T1189569,41805.38
T1189570,44151.72
T1189571,20091.924
T1189572,51055.492
T1189573,26285.64
T1189574,39725.36
T1189575,30006.793
T1189576,59494.758
T1189577,52063.418
T1189578,31292.707
T1189579,21009.268
T1189580,22516.748
T1189581,22369.605
T1189582,31064.383
T1189583,37042.152
T1189584,42327.645
T1189585,70895.89
T1189586,25686.406
T1189587,34649.383
T1189588,30823.666
T1189589,37534.215
T1189590,54024.93
T1189591,40193.73
T1189592,37378.797
T1189593,28368.324
T1189594,44896.688
T1189595,30349.938
T1189596,59197.69
T1189597,30137.133
T1189598,37986.88
T1189599,52563.473
T1189600,20954.057
T1189601,68417.02
T1189602,29175.21
T1189603,57868.414
T1189604,81945.44
T1189605,40881.57
T1189606,45734.59
T1189607,35330.188
T1189608,38928.09
T1189609,31124.945
T1189610,35401.34
T1189611,26749.338
T1189612,34099.367
T1189613,34989.574
T1189614,47203.137
T1189615,75893.99
T1189616,39535.188
T1189617,30465.295
T1189618,58622.664
T1189619,18238.373
T1189620,25609.588
T1189621,41151.496
T1189622,58130.434
T1189623,44613.016
T1189624,47360.82
T1189625,40262.156
T1189626,33664.297
T1189627,37782.07
T1189628,56599.527
T1189629,29631.902
T1189630,49191.957
T1189631,35869.957
T1189632,29127.98
T1189633,25631.768
T1189634,24167.738
T1189635,46264.12
T1189636,38263.793
T1189637,59984.742
T1189638,49851.707
T1189639,47151.8
T1189640,41412.004
T1189641,34369.938
T1189642,42607.277
T1189643,26555.818
T1189644,37967.883
T1189645,43531.46
T1189646,33882.2
T1189647,30943.273
T1189648,33949.55
T1189649,38978.14
T1189650,41427.703
T1189651,36256.902
T1189652,47975.227
T1189653,54705.027
T1189654,44659.523
T1189655,81506.98
T1189656,44206.367
T1189657,33710.176
T1189658,26937.6
T1189659,33997.434
T1189660,49247.023
T1189661,31737.135
T1189662,29578.258
T1189663,42596.54
T1189664,81714.664
T1189665,24510.617
T1189666,32798.4
T1189667,69585.1
T1189668,38063.74
T1189669,19400.123
T1189670,50024.703
T1189671,21013.576
T1189672,36234.72
T1189673,29984.586
T1189674,29752.76
T1189675,26358.57
T1189676,36590.195
T1189677,33074.777
T1189678,49429.83
T1189679,38731.547
T1189680,48050.54
T1189681,33888.83
T1189682,34628.18
T1189683,50236.95
T1189684,23640.643
T1189685,33467.94
T1189686,31259.22
T1189687,39519.99
T1189688,32193.38
T1189689,33644.977
T1189690,26034.309
T1189691,28583.324
T1189692,71470.43
T1189693,42199.35
T1189694,52926.215
T1189695,39455.83
T1189696,42262.887
T1189697,56936.336
T1189698,51106.867
T1189699,37467.035
T1189700,41280.953
T1189701,33201.668
T1189702,64768.25
T1189703,59640.65
T1189704,28048.809
T1189705,29062.137
T1189706,49295.246
T1189707,21023.361
T1189708,29548.732
T1189709,30977.402
T1189710,29166.04
T1189711,35974.203
T1189712,29476.361
T1189713,32264.986
T1189714,35809.832
T1189715,26058.85
T1189716,34761.043
T1189717,32901.484
T1189718,38553.594
T1189719,39378.367
T1189720,33571.848
T1189721,26658.742
T1189722,43938.13
T1189723,32009.908
T1189724,37754.113
T1189725,28240.898
T1189726,48513.703
T1189727,78014.1
T1189728,28490.11
T1189729,47029.63
T1189730,36925.12
T1189731,47416.832
T1189732,36275.47
T1189733,48265.836
T1189734,25403.08
T1189735,34010.438
T1189736,51419.7
T1189737,49595.44
T1189738,40038.57
